0	0.623454
1	-0.538821
2	0.092649
3	-0.155161
4	0.456472
5	-0.748464
6	0.362765
7	-0.189305
8	-0.409891
9	0.372456
10	0.191689
11	0.899454
12	-0.212668
13	0.528813
14	-0.178051
15	0.364562
16	-0.303995
17	-0.189369
18	0.462235
19	0.001897
20	0.600324
21	0.101071
22	-0.076143
23	0.291193
24	0.443082
25	0.107297
26	-0.598817
27	-0.589648
28	-0.95323
29	-0.17575
30	-0.194575
31	0.2876
32	0.984799
33	-0.232183
34	0.021455
35	-0.028166
36	0.154477
37	-1.087841
38	0.056668
39	-0.086661
40	0.245764
41	-0.549301
42	-0.444797
43	-0.291771
44	0.730777
45	1.107651
46	-0.144921
47	0.276577
48	0.517999
49	-0.17167
50	-0.365363
51	0.666129
52	0.067541
53	-0.159114
54	-0.19331
55	0.317223
56	0.49416
57	-0.103382
58	-0.368992
59	-0.218635
60	0.465988
61	0.349398
62	-0.235053
63	-0.342404
64	0.433913
65	0.194599
66	-0.804637
67	-0.86813
68	0.698607
69	-0.435892
70	0.848607
71	-0.689108
72	0.244103
73	-0.305426
74	-0.3514
75	-0.054542
76	0.305092
77	0.280735
78	-0.049269
79	0.219403
80	0.42293
81	0.334522
82	-0.081701
83	-0.420742
84	0.095274
85	-0.40911
86	-0.206285
87	0.219579
88	0.203547
89	0.309639
90	0.563388
91	0.109896
92	-0.655181
93	-0.423042
94	0.618062
95	-0.413216
96	-0.013048
97	0.07427
98	-0.738439
99	0.0693
100	0.380017
101	0.619362
102	-0.28082
103	0.114742
104	0.586022
105	-0.095807
106	-0.084003
107	-0.083244
108	-0.397563
109	-0.250108
110	-0.02858
111	0.412175
112	-0.161678
113	-0.220859
114	0.217789
115	-0.450624
116	0.05239
117	0.403603
118	0.378721
119	0.388528
120	0.314294
121	0.129319
122	0.557481
123	0.209942
124	-0.11007
125	0.026775
126	0.220724
127	0.257764
128	-0.088721
129	0.249456
130	-0.340067
131	0.086849
132	-0.499083
133	0.669047
134	0.07584
135	-0.195637
136	0.53667
137	0.440862
138	-0.128487
139	-0.232992
140	-0.116159
141	-0.293331
142	0.255078
143	0.324839
144	0.951438
145	0.427819
146	-0.166513
147	0.045321
148	0.520597
149	-0.684352
150	-0.030238
151	-0.012096
152	-0.43858
153	0.026076
154	-0.17862
155	0.189996
156	0.06591
157	-0.221145
158	0.042851
159	-0.144483
160	0.194777
161	-0.45866
162	-0.691613
163	-0.917745
164	0.880547
165	-0.174944
166	0.495087
167	-0.671248
168	-0.204953
169	0.269253
170	-0.964763
171	0.438444
172	-0.426842
173	0.438092
174	0.110781
175	0.053773
176	-0.249438
177	0.332566
178	0.225147
179	-0.300317
180	-0.319546
181	0.111312
182	-0.102825
183	-0.096895
184	0.244117
185	0.175948
186	-0.848304
187	-0.781969
188	-0.214775
189	0.820927
190	0.167119
191	-0.152174
192	-1.081851
193	0.363702
194	-0.008911
195	-0.373533
196	0.059465
197	0.057139
198	-0.238793
199	-0.11203
200	0.244086
201	0.081751
202	-0.013856
203	-0.36181
204	-0.152555
205	-0.156383
206	-0.503929
207	-0.358679
208	0.440832
209	0.367682
210	0.059569
211	0.199402
212	0.117946
213	0.625748
214	0.019545
215	0.08074
216	-0.522473
217	0.730047
218	0.287489
219	-0.142661
220	0.387809
221	-0.225797
222	0.306295
223	0.180245
224	-0.293109
225	-0.252371
226	-0.383363
227	-0.009183
228	-0.356714
229	-0.570774
230	-0.412285
231	0.40177
232	0.267893
233	1.054189
234	-0.139969
235	-0.193619
236	0.035179
237	0.192145
238	-0.278756
239	0.056313
240	0.249054
241	-0.048746
242	0.465269
243	-0.865953
244	0.144015
245	-0.133685
246	-0.690999
247	-0.17499
248	0.235993
249	0.232489
250	0.515801
251	-0.339265
252	-0.399771
253	-0.649597
254	0.258862
255	0.147867
256	0.271868
257	-0.057943
258	0.035954
259	0.596468
260	-0.638605
261	-0.681933
262	-0.440022
263	-0.296526
264	0.215183
265	-0.19869
266	-0.198561
267	0.842199
268	0.517861
269	-0.454038
270	0.705489
271	0.082284
272	-0.185119
273	-0.465689
274	-0.175178
275	-0.908866
276	0.282933
277	0.718408
278	-0.166612
279	-0.239613
280	0.599792
281	0.176643
282	-0.518534
283	0.751988
284	-0.418605
285	-0.247661
286	1.171398
287	-0.130634
288	-0.046791
289	-0.414542
290	-0.580648
291	0.533466
292	-0.328428
293	0.203659
294	0.249092
295	-0.519068
296	-0.251795
297	0.32447
298	0.849525
299	0.407114
300	-0.195688
301	-0.157737
302	-0.174974
303	0.223053
304	0.235178
305	-0.087193
306	0.104312
307	0.56257
308	-0.227492
309	-0.311123
310	0.267265
311	0.713
312	-0.823688
313	-0.688237
314	0.444154
315	0.177268
316	-0.0388
317	0.648245
318	0.36075
319	-0.476822
320	-0.016493
321	-0.017138
322	-0.249914
323	-0.098944
324	0.272858
325	-0.602764
326	-0.07036
327	0.341607
328	0.302206
329	0.802363
330	0.35588
331	-0.245705
332	-0.316102
333	-0.015776
334	0.438698
335	0.837041
336	-0.29014
337	0.421486
338	0.350558
339	0.103562
340	-0.316207
341	0.393687
342	-0.329768
343	-0.972026
344	0.46181
345	0.60057
346	0.447249
347	-1.031289
348	0.027752
349	-0.824785
350	0.055625
351	-0.084319
352	0.487131
353	-0.175732
354	-0.15606
355	0.440711
356	0.198488
357	-0.471138
358	0.651742
359	-0.618115
360	0.29884
361	0.996999
362	-0.100483
363	0.056004
364	-0.152136
365	0.406039
